TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,NU_NOTA_REDACAO
3,F,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,507.8,507.1,533.2,616.1,0,1.0,D,G,E,D,2,E,A,E,D,B,A,B,B,B,B,B,B,B,C,B,A,C,A,C,B,605.38293
1,F,1,1,1,3,0,1,,1,,,,,,,4122404,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,527.6,592.6,600.7,447.9,0,1.0,E,E,B,D,5,M,A,D,D,D,B,B,B,B,A,B,A,B,C,B,B,E,B,C,B,605.38293
6,M,1,3,1,1,4,1,,0,,,,,,,4106407,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,606.4,643.0,574.8,675.8,1,1.0,G,G,D,D,4,K,A,C,D,C,A,B,A,B,A,B,A,A,C,A,A,E,A,B,B,605.38293
9,M,1,1,1,1,1,1,,0,,,,,,,4113304,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,443.6,567.7,498.7,459.0,0,1.0,B,B,A,A,1,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B,605.38293
2,F,1,1,1,2,0,2,1.0,0,,,,,,,4107207,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,399.2,419.0,419.0,477.4,0,1.0,C,D,A,A,6,H,A,C,E,C,A,B,C,B,A,A,A,A,B,A,B,D,A,B,B,605.38293
1,F,1,3,1,3,0,1,,1,,,,,,,4101507,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,384.8,494.5,461.0,526.2,1,1.0,D,C,C,B,5,C,A,B,D,A,A,B,B,B,A,B,A,A,B,B,A,C,A,A,B,605.38293
2,F,1,1,1,2,0,2,1.0,0,4104303.0,41.0,PR,4.0,1.0,1.0,4104303,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,473.3,603.9,575.2,556.9,0,1.0,E,G,A,D,4,D,A,C,D,A,A,B,B,B,A,B,A,B,C,A,B,E,A,B,B,605.38293
5,F,1,1,1,1,2,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,522.7,533.5,613.9,621.5,0,1.0,D,C,C,B,2,A,A,B,C,A,A,B,B,A,A,A,A,A,C,A,A,C,A,B,B,605.38293
3,F,1,3,1,1,1,1,,0,,,,,,,4119152,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,549.8,537.0,577.8,580.3,0,1.0,B,B,C,B,5,H,A,B,D,C,A,B,B,B,A,B,A,B,C,A,A,E,A,D,B,605.38293
2,F,1,1,1,2,0,2,1.0,0,4112207.0,41.0,PR,2.0,1.0,1.0,4104303,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,551.5,527.6,560.8,531.6,0,1.0,G,G,E,D,4,F,A,C,D,B,A,B,B,B,A,B,A,A,B,A,A,E,A,B,B,605.38293
2,F,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,672.0,667.3,602.9,863.6,0,1.0,G,F,E,D,4,Q,B,E,E,B,A,B,B,B,B,B,B,B,E,A,B,E,A,D,B,605.38293
2,F,1,1,1,2,0,2,1.0,0,4122404.0,41.0,PR,2.0,1.0,1.0,4122404,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,598.7,563.4,601.6,606.3,0,1.0,E,E,D,D,3,N,B,C,D,C,A,B,C,B,B,A,A,B,C,A,B,D,A,A,B,605.38293
1,F,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,602.7,641.8,567.2,670.3,0,1.0,G,F,D,D,4,N,A,D,D,B,A,B,B,B,A,B,A,B,E,B,A,E,B,E,B,605.38293
5,F,1,1,1,1,2,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,604.9,522.1,556.5,456.5,1,1.0,E,D,D,C,4,G,A,C,D,B,A,B,B,B,B,B,A,B,C,B,A,E,B,B,B,605.38293
1,M,1,1,1,3,0,1,,1,,,,,,,4106407,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,421.2,402.5,450.4,473.2,0,1.0,G,G,D,D,4,M,D,E,E,E,E,E,E,E,E,E,E,B,E,B,B,E,A,E,B,605.38293
1,F,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,491.6,437.6,522.3,483.5,0,1.0,E,E,B,B,3,F,A,B,D,B,A,B,B,B,A,A,A,B,C,A,A,D,A,B,B,605.38293
3,F,1,1,1,2,0,2,1.0,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,503.4,578.3,560.1,514.4,0,1.0,E,E,D,D,4,F,A,C,D,B,B,B,A,B,A,A,A,B,C,A,A,E,A,B,B,605.38293
3,F,1,1,1,2,0,2,1.0,0,4126504.0,41.0,PR,2.0,1.0,1.0,4113700,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,468.1,444.8,366.9,388.7,0,1.0,D,D,B,B,2,C,B,B,C,A,A,B,B,A,A,A,A,A,B,A,A,C,A,A,B,605.38293
3,F,1,3,1,1,1,1,,0,,,,,,,4108809,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,487.5,450.3,466.5,450.3,1,1.0,E,E,D,B,4,H,A,D,D,B,A,B,A,B,A,B,A,B,C,A,A,E,A,B,B,605.38293
3,F,1,1,1,2,0,2,1.0,0,,,,,,,4113304,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,592.8,585.6,512.2,524.3,1,1.0,E,C,D,A,3,E,A,B,D,B,A,C,C,B,B,B,A,A,B,B,B,D,A,C,B,605.38293
10,F,1,1,1,1,0,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,545.8,568.4,618.1,531.5,0,1.0,E,E,B,B,3,E,A,C,D,A,A,B,B,B,A,B,A,B,D,B,B,D,A,B,B,605.38293
3,F,1,1,1,1,1,1,,0,,,,,,,4119905,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,452.2,506.4,556.8,567.6,0,1.0,D,E,C,C,4,E,A,B,C,B,A,B,B,A,A,A,A,B,B,B,B,E,A,A,B,605.38293
5,M,1,3,1,1,3,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,442.8,382.7,480.4,460.5,0,8.0,B,B,A,A,1,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,605.38293
7,M,1,4,1,1,4,1,,0,,,,,,,4128104,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,560.6,621.0,631.4,583.7,0,1.0,D,E,C,C,5,D,A,C,D,B,A,B,A,B,A,B,A,B,B,A,A,E,B,C,B,605.38293
2,M,1,3,1,2,0,2,1.0,0,4127700.0,41.0,PR,2.0,1.0,1.0,4127700,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,516.0,534.8,557.5,732.8,0,1.0,C,E,C,B,4,C,A,B,C,A,A,B,B,B,A,B,A,A,B,A,A,C,A,B,B,605.38293
1,F,1,1,1,2,0,3,1.0,0,4127700.0,41.0,PR,4.0,1.0,1.0,4127700,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,549.7,670.6,605.6,738.8,0,1.0,D,G,D,D,4,I,A,B,D,C,A,B,B,B,A,B,A,B,B,A,A,D,A,D,B,605.38293
2,F,1,3,1,2,0,2,1.0,0,,,,,,,4118402,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,460.8,523.1,524.2,518.4,0,1.0,H,E,C,C,3,E,A,B,C,B,B,B,A,B,A,B,A,A,C,A,A,D,A,B,B,605.38293
6,F,1,3,1,1,4,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,539.8,569.8,550.1,509.6,0,1.0,H,F,B,B,3,E,A,C,C,B,A,B,A,B,B,B,A,B,C,A,A,D,B,B,B,605.38293
2,F,1,1,1,2,0,2,1.0,0,,,,,,,4104303,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,452.9,455.4,507.6,504.8,0,1.0,D,D,A,F,3,L,A,B,D,B,B,B,B,B,B,B,A,A,B,A,A,D,A,A,B,605.38293
2,M,1,1,1,3,0,1,,1,,,,,,,4128203,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,607.3,589.4,572.5,659.5,0,1.0,E,G,C,E,3,I,A,B,D,C,A,B,B,B,B,B,A,B,D,B,A,D,A,B,B,605.38293
9,M,1,1,1,1,4,1,,0,,,,,,,4109708,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,389.1,551.5,556.4,463.3,1,1.0,A,A,A,A,3,C,A,B,C,B,B,B,B,B,A,A,A,A,B,A,A,D,A,A,B,605.38293
11,M,3,3,1,1,10,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,525.8,552.0,549.3,671.3,0,1.0,D,F,F,D,4,D,A,B,C,A,B,B,A,B,A,B,A,A,B,A,A,D,A,B,B,605.38293
3,F,1,3,1,3,0,1,,1,,,,,,,4113502,41,PR,0,1,1,0,,1058.0,1067.0,,,465.2,436.5,,0,1.0,E,E,F,B,4,D,A,C,C,B,A,B,B,B,A,B,A,A,B,A,B,D,A,B,B,605.38293
2,M,1,3,3,2,0,2,1.0,0,4117503.0,41.0,PR,2.0,1.0,1.0,4117503,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,594.6,610.1,593.1,588.6,1,1.0,E,E,C,F,5,G,A,B,D,B,A,B,B,B,A,B,A,A,B,A,A,E,A,B,B,605.38293
4,F,1,1,1,1,1,1,,0,,,,,,,4105508,41,PR,1,1,1,1,1087.0,1057.0,1068.0,1078.0,492.5,385.1,302.1,420.2,1,1.0,E,G,F,D,5,E,B,C,D,D,A,B,B,B,B,B,A,B,B,B,A,E,A,D,B,605.38293
7,M,1,1,1,1,5,1,,0,,,,,,,4115200,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,611.2,602.4,614.4,788.3,0,1.0,D,E,C,D,3,B,A,C,D,A,A,B,B,B,A,B,A,A,A,A,A,D,A,B,B,605.38293
1,M,1,1,1,3,0,1,,1,,,,,,,4109708,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,491.7,595.3,588.7,544.3,1,1.0,D,B,A,A,3,C,A,B,D,B,A,B,B,B,A,B,A,A,B,A,A,C,A,A,B,605.38293
8,F,1,3,1,1,6,1,,0,,,,,,,4108304,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,477.3,524.6,586.2,447.8,0,1.0,D,E,C,B,2,C,A,B,D,A,A,B,A,B,A,B,A,A,B,A,A,C,A,A,B,605.38293
1,M,1,1,1,3,0,1,,1,,,,,,,4108304,41,PR,1,1,1,1,1087.0,1057.0,1068.0,1078.0,572.9,540.0,507.4,647.4,1,1.0,G,G,D,D,4,L,B,D,D,C,A,C,B,B,B,B,A,B,D,A,A,D,A,C,B,605.38293
2,M,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,489.9,523.5,503.7,443.4,0,1.0,D,E,B,B,2,F,A,B,C,A,A,B,B,B,B,B,A,B,B,A,A,D,A,A,B,605.38293
15,F,2,1,1,1,16,1,,0,,,,,,,4108304,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,502.8,504.1,496.3,368.1,1,1.0,E,C,D,B,4,E,A,B,C,B,A,B,A,B,A,B,A,A,C,A,A,D,A,B,B,605.38293
2,F,1,3,1,3,0,1,,1,,,,,,,4108304,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,468.5,551.0,564.1,613.5,0,1.0,G,F,D,D,5,G,A,D,D,B,A,B,A,B,A,B,A,A,B,B,B,E,A,B,B,605.38293
3,M,1,1,1,1,1,1,,0,,,,,,,4104204,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,427.1,476.0,504.0,594.4,0,1.0,E,E,C,D,4,G,A,B,C,B,C,B,A,B,A,B,A,B,B,A,B,E,A,A,B,605.38293
1,F,1,1,1,3,0,1,,1,,,,,,,4101804,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,490.0,394.7,408.3,492.2,0,1.0,B,E,F,B,3,C,A,B,D,A,A,B,B,B,A,A,A,A,B,A,A,D,A,A,B,605.38293
1,M,1,1,1,3,0,1,,1,,,,,,,4104808,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,565.3,557.7,578.4,613.1,0,1.0,G,G,E,E,4,M,C,D,D,C,A,C,A,B,B,B,A,B,C,B,A,C,B,C,B,605.38293
3,M,1,1,1,2,0,2,1.0,0,4108304.0,41.0,PR,1.0,1.0,1.0,4108304,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,683.9,639.2,663.8,799.3,0,1.0,F,G,D,D,4,K,A,D,D,B,A,C,B,B,B,B,A,B,C,B,A,E,A,C,B,605.38293
3,F,1,0,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,559.1,579.9,561.2,440.4,0,1.0,F,F,C,C,4,G,A,C,D,B,A,B,B,B,A,B,A,B,B,A,A,E,B,E,B,605.38293
7,M,1,3,1,1,4,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,717.3,698.7,647.3,837.3,0,1.0,E,F,D,D,1,Q,A,D,D,B,A,B,B,B,B,B,A,A,C,A,B,D,A,E,B,605.38293
2,F,1,1,1,3,0,1,,1,,,,,,,4113502,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,399.8,520.8,563.0,399.3,1,1.0,D,B,C,A,4,G,A,B,C,A,B,B,B,B,B,B,A,A,B,B,A,C,A,A,B,605.38293
2,F,1,1,1,3,0,1,,1,,,,,,,4104808,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,442.0,522.2,544.8,519.7,0,1.0,F,F,E,D,5,G,A,C,D,B,A,B,A,B,B,B,A,B,B,A,B,E,A,C,B,605.38293
14,M,1,1,1,1,16,1,,0,,,,,,,4103701,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,512.1,645.7,575.5,613.9,1,1.0,B,B,B,B,3,D,A,C,C,B,A,B,A,B,A,B,A,B,B,B,A,D,B,B,B,605.38293
3,M,1,1,1,2,0,3,1.0,0,4115200.0,41.0,PR,4.0,1.0,1.0,4115200,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,537.9,642.9,581.3,756.0,0,1.0,F,G,D,E,4,O,C,D,D,C,A,B,C,C,A,B,B,B,B,B,A,E,B,E,B,605.38293
4,F,1,3,1,1,1,1,,0,,,,,,,4104808,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,393.9,425.7,517.8,504.0,1,1.0,C,B,A,A,6,B,A,B,C,B,B,B,A,A,A,A,A,A,B,A,A,B,A,A,B,605.38293
2,F,1,3,1,2,0,2,1.0,0,,,,,,,4127700,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,607.8,621.6,588.6,607.2,0,1.0,E,G,C,D,4,J,A,C,D,B,A,B,B,B,B,B,A,B,B,B,B,D,A,C,B,605.38293
3,F,1,2,1,2,0,2,1.0,0,4118402.0,41.0,PR,1.0,1.0,1.0,4118402,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,444.5,507.9,519.7,448.4,0,1.0,E,G,B,E,4,D,A,C,D,B,A,B,A,B,A,B,A,A,B,A,A,E,A,B,B,605.38293
12,F,2,2,1,1,12,1,,0,,,,,,,4127700,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,533.8,562.1,589.5,425.2,1,1.0,A,A,A,A,4,C,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B,605.38293
3,F,1,1,3,2,0,2,1.0,0,4118501.0,41.0,PR,2.0,1.0,1.0,4118501,41,PR,0,1,1,0,,1058.0,1067.0,,,370.4,459.6,,1,1.0,E,F,C,E,3,B,A,B,C,B,A,C,C,A,A,B,A,A,B,A,B,E,A,C,B,605.38293
3,M,1,3,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,456.7,463.3,497.9,472.2,0,6.0,F,F,B,D,3,H,A,C,C,B,A,B,B,B,A,B,A,B,B,A,B,D,B,B,B,605.38293
2,M,1,1,1,2,0,2,1.0,0,4104204.0,41.0,PR,2.0,1.0,1.0,4104204,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,470.3,543.0,508.7,566.9,0,1.0,D,F,C,B,3,D,A,B,C,B,A,B,A,B,A,B,A,B,B,B,A,D,A,B,B,605.38293
2,M,1,3,1,2,0,2,1.0,0,4104808.0,41.0,PR,2.0,1.0,1.0,4104808,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,569.9,570.6,525.7,597.1,0,1.0,D,E,B,B,3,G,A,C,C,B,A,B,B,B,A,B,A,A,B,A,A,D,A,B,B,605.38293
1,M,1,1,1,3,0,1,,1,,,,,,,4107207,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,608.9,656.7,610.9,761.1,0,1.0,G,G,D,E,3,Q,D,D,D,C,A,B,B,B,B,B,B,B,D,B,B,D,A,D,B,605.38293
2,F,1,3,1,2,0,2,1.0,0,4111407.0,41.0,PR,2.0,1.0,1.0,4111407,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,514.6,515.5,529.1,501.4,0,1.0,D,D,C,B,3,B,A,B,C,B,A,B,A,A,A,B,A,A,B,A,A,C,A,A,B,605.38293
2,M,1,1,1,3,0,1,,1,,,,,,,4108809,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,472.1,559.5,533.2,721.2,0,1.0,D,E,A,B,3,C,A,B,C,B,A,B,B,B,B,B,A,A,B,B,B,D,A,B,B,605.38293
5,F,1,1,1,2,0,2,1.0,0,,,,,,,4113700,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,460.1,452.3,394.4,392.3,0,1.0,F,F,B,B,5,C,A,B,C,B,A,B,B,B,A,B,A,A,B,A,A,D,A,A,B,605.38293
12,F,1,3,1,2,0,2,1.0,0,4118204.0,41.0,PR,2.0,1.0,1.0,4118204,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,365.2,417.5,466.6,376.3,0,1.0,H,H,C,B,5,D,A,B,C,A,B,B,B,A,A,A,A,A,B,A,A,C,A,A,B,605.38293
2,F,1,0,1,2,0,3,1.0,0,,,,,,,4113700,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,445.0,578.3,583.3,652.0,0,1.0,G,G,D,D,3,D,A,B,C,A,A,B,A,B,B,B,A,B,B,A,A,C,A,B,B,605.38293
4,M,1,1,1,1,2,1,,0,,,,,,,4118402,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,650.9,668.0,594.1,716.5,0,1.0,E,F,B,E,3,G,A,D,D,A,A,B,B,B,B,B,A,B,D,B,B,D,A,B,B,605.38293
2,M,1,1,1,2,0,3,1.0,0,4119905.0,41.0,PR,4.0,1.0,1.0,4119905,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,567.4,630.4,514.8,626.1,0,1.0,G,E,E,D,4,P,B,E,D,C,B,B,B,B,A,B,A,B,D,B,A,E,A,C,B,605.38293
1,F,1,1,1,3,0,1,,1,,,,,,,4118204,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,448.2,537.6,545.3,411.8,1,1.0,E,G,D,D,2,H,A,C,D,B,A,B,B,B,A,B,A,B,B,A,A,C,A,B,B,605.38293
3,M,1,1,1,2,0,3,1.0,0,4113700.0,41.0,PR,4.0,1.0,1.0,4113700,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,574.6,613.9,602.1,547.8,0,1.0,F,G,D,D,4,H,A,D,D,B,B,C,B,B,B,B,B,B,D,B,B,E,B,C,B,605.38293
17,M,3,3,1,1,2,1,,0,,,,,,,4101408,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,533.3,513.5,485.9,410.8,1,1.0,A,A,F,F,1,E,A,B,C,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,605.38293
7,F,1,1,1,1,5,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,665.3,685.2,629.1,879.4,0,1.0,G,E,E,B,3,L,A,D,C,B,A,B,B,B,B,B,B,B,C,A,B,D,A,C,B,605.38293
1,F,1,4,1,3,0,1,,1,,,,,,,4115200,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,411.7,408.3,484.0,487.3,0,1.0,E,F,D,D,3,H,A,C,D,B,A,B,B,B,A,B,A,B,C,B,A,D,A,B,B,605.38293
9,F,1,1,1,1,6,1,,0,,,,,,,4115200,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,455.6,528.7,524.9,380.6,0,1.0,H,F,F,F,1,C,A,B,B,A,A,B,A,B,A,B,A,B,B,A,A,B,B,B,B,605.38293
3,M,1,3,1,2,0,2,1.0,0,4120200.0,41.0,PR,2.0,1.0,1.0,4113502,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,597.9,536.5,469.8,531.0,0,1.0,C,C,A,B,6,H,A,B,C,B,C,B,B,B,A,B,A,A,A,A,A,E,A,B,B,605.38293
3,M,1,1,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,421.2,484.1,488.1,639.1,0,1.0,E,E,C,B,3,D,A,C,C,B,A,B,A,B,B,A,A,A,B,A,A,D,A,A,B,605.38293
8,M,1,1,1,1,6,1,,0,,,,,,,4113502,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,402.3,590.2,495.4,673.7,0,1.0,B,D,C,B,4,H,A,B,D,B,C,B,B,B,A,A,A,A,B,A,A,E,A,B,B,605.38293
6,F,1,2,1,1,0,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,405.6,460.6,377.6,388.1,0,1.0,H,E,C,B,4,C,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,C,A,B,B,605.38293
4,F,1,4,1,1,1,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,665.9,641.8,573.3,687.7,0,1.0,E,F,B,E,4,G,A,E,D,B,A,C,C,B,A,B,B,B,D,B,B,D,A,C,B,605.38293
5,F,1,1,1,1,2,1,,0,,,,,,,4101408,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,548.6,572.2,590.8,621.0,0,1.0,C,B,C,C,3,D,A,B,D,B,A,B,B,B,B,B,A,B,B,A,A,D,A,B,B,605.38293
3,F,1,1,1,2,0,2,1.0,0,4108551.0,41.0,PR,2.0,1.0,1.0,4111506,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,445.6,363.6,413.1,538.9,0,1.0,H,H,A,A,7,B,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A,605.38293
4,F,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,1.0,1.0,1.0,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,589.8,643.9,624.8,685.5,0,1.0,B,E,D,D,5,B,A,C,D,B,A,B,B,B,A,B,A,A,C,A,A,E,A,D,B,605.38293
2,M,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,566.2,665.2,581.2,529.5,0,1.0,G,G,D,E,3,P,A,E,D,C,B,C,B,B,A,B,A,B,C,B,B,D,B,D,B,605.38293
5,M,1,1,1,1,3,1,,0,,,,,,,4119905,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,493.5,612.6,547.4,737.2,0,1.0,F,G,D,D,4,H,A,D,D,B,A,B,B,B,A,B,A,B,B,A,A,E,A,D,B,605.38293
2,M,1,1,1,2,0,2,1.0,0,4125506.0,41.0,PR,2.0,1.0,1.0,4125506,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,425.6,515.1,493.7,494.5,1,1.0,E,G,C,B,4,H,B,B,D,B,A,B,B,B,A,B,A,B,B,A,A,E,A,B,B,605.38293
4,F,1,3,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,534.0,496.3,468.9,452.8,1,1.0,H,E,F,C,4,D,A,B,C,A,A,B,B,B,A,A,A,A,B,A,A,C,A,A,B,605.38293
2,F,1,1,1,2,0,2,1.0,0,4113700.0,41.0,PR,4.0,1.0,1.0,4103701,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,626.7,670.8,642.6,732.1,0,1.0,C,G,D,D,2,I,A,C,C,B,A,B,B,B,A,B,A,B,C,B,A,D,B,C,B,605.38293
2,M,1,1,1,2,0,2,1.0,0,4108304.0,41.0,PR,2.0,1.0,1.0,4108304,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,449.0,567.1,581.9,405.1,0,1.0,E,E,B,B,3,C,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B,605.38293
7,M,1,3,1,1,3,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1190.0,1176.0,1180.0,1186.0,478.8,421.7,543.2,459.3,1,1.0,C,B,A,A,4,C,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,D,A,A,B,605.38293
4,F,1,1,1,1,1,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,503.8,467.2,524.1,458.5,0,1.0,E,E,C,B,4,E,A,B,D,B,A,B,B,B,A,B,A,B,C,A,A,E,A,B,B,605.38293
2,M,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,611.7,627.1,567.8,682.3,0,1.0,F,F,E,E,2,N,A,B,C,B,A,B,B,B,B,B,A,B,C,A,B,C,A,B,B,605.38293
9,M,1,1,1,1,7,1,,0,,,,,,,4108304,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,570.3,633.2,579.5,630.8,0,1.0,E,G,B,D,4,J,A,C,D,C,A,B,B,C,B,B,A,B,E,B,B,E,A,D,B,605.38293
